directorio,secuencia_p,orden,fex_per,ide16,ide5,ide14__1,ide14__2,ide14__3,ide14__4,ide14__5,ide14__6,ide14_2,ide14_3,ide15__1,ide15__2,ide15__3,ide15__4,ide15__5,ide15__6,ide15__7,ide15__8,ide9,ch5__1,ch5__2,ch5__3,ch5__4,ch5__5,ch5__6,ch5__7,ch5__8,ch6,estado,mpio,sm1,sm2,sm3,sm4,sm14,mi27,mi27_1,sm5,sm6,sm7,sm8,sm15,sm16__1,sm16__2,sm16__3,sm16__4,sm16__5,sm16__6,sm17,sd1,ml17,ml18,ml20,sd2,sd3,sd4,sd5,ml21,ml15,ml16__1,ml16__2,ml16__3,ml16__4,ml16__5,ml16__6,ml16__7,ml32__1,ml32__2,ml32__3,ml32__4,ml32__5,ml32__6,ml32__7,ml32__8,ml5,ml6,ml7,ml3_19,ml3_18,ml31,ir7,pd1,pd2,pd3__1,pd3__2,pd3__3,pd3__4,pd3__5,pd3__6,pd3__7,pd3__8,pd3__9,pd3__10,pd3__11,pd4,pd5,pd6,pd7,ide10
8206796,1,2,25.98679748264872,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,0,0,1,1,0,0,0,3,25,2517,2020,7,2020,7,6,2,,2,1,4.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,2,1,1,1.0,,2,1,1.0,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,1,4,2
8206827,1,1,161.3154235446754,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2018.0,12.0,,,,,,,,,2,0,1,1,0,1,1,0,0,3,3,319,2018,4,2018,4,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,1,1.0,,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,2.0,1.0,46.0,2,2,2,,,,,,,,,,,,,2,1,1,4,2
8206827,1,4,161.3154235446754,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2017.0,2.0,,,,,,,,,2,0,0,0,0,1,1,0,0,3,3,319,2016,11,2016,11,6,4,,1,1,2.0,,2,,,,,,,2,3,2,,7.0,2,1,2.0,3.0,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,2,1,2,2
8206827,1,5,45.87862778129043,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,1,0,1,0,0,0,3,3,319,2024,11,2024,11,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3.0,1.0,1.0,46.0,2,1,2,,,,,,,,,,,,,2,1,1,3,2
8206827,1,8,45.87862778129043,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,7.0,,,,,,,,,2,0,1,1,0,0,1,0,0,3,3,319,2020,9,2020,9,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,6.0,2,2,,,3,2,,,,,,,,,,,,,,,,1,4.0,1.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,2,4,4,1
8206827,1,9,45.87862778129043,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,1,0,0,1,0,0,3,3,319,2024,1,2024,1,6,4,,1,4,,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,,2.0,2,1,2.0,3.0,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,4,4,3,1
8206879,1,1,251.0726901743009,3,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,0,2,25,2513,2002,13,2015,13,6,4,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,2,1,4,2
8206879,1,2,161.3154235446754,2,,,,,,,,,,,,,,,,,,2,0,0,0,1,1,1,0,0,2,21,2123,2016,3,2016,3,6,4,,1,1,4.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,1,1.0,,4,2,,,,,,,,,,,,,,,,1,4.0,9.0,1.0,46.0,1,2,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,4,2
8206879,1,3,42.08959087767803,2,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,0,0,2,21,2123,2022,10,2022,10,6,4,,1,1,2.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,11,1
8206879,1,5,42.08959087767803,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,12.0,,,,,,,,,1,0,0,0,0,0,1,0,0,1,21,2123,2017,10,2017,10,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,,5.0,2,1,2.0,3.0,1,2,,,,,,,,,,,,,,,,1,4.0,9.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,3,4,4,2
8207570,1,5,142.5661595231013,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,1,16,1610,2022,12,2022,12,1,4,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1,2.0,,1,2,,,1,2,,,,,,,,,,,,,,,,1,2.0,2.0,2.0,44.0,1,1,2,,,,,,,,,,,,,1,1,2,7,2
8207616,1,1,32.61429085890081,2,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,2,5,513,2019,5,2021,13,6,1,,1,1,4.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,3.0,1.0,36.0,1,2,2,,,,,,,,,,,,,2,3,1,4,2
8207616,1,2,82.78513558497919,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,6.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,5,513,2020,2,2020,2,6,1,,2,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,1,1.0,3.0,1.0,60.0,1,2,2,,,,,,,,,,,,,2,1,4,4,2
8207807,1,2,161.3154235446754,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,2,0,1,0,1,0,1,0,0,2,9,903,2019,1,2023,2,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,3,2,,9.0,2,2,,,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,3.0,1.0,46.0,2,1,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,1,1
8207807,1,3,161.3154235446754,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,2,0,0,1,0,1,1,0,0,1,9,903,2021,6,2021,6,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,1,3,1,4,2
8207807,1,4,45.87862778129043,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,6.0,,,,,,,,,2,0,0,1,0,1,1,0,0,1,9,903,2021,11,2021,11,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,3,2,,9.0,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,4.0,9.0,1.0,16.0,2,2,2,,,,,,,,,,,,,2,3,1,2,3
8207807,2,1,42.08959087767803,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,0,3,19,1914,2025,1,2025,1,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,3.0,3.0,1.0,46.0,2,2,2,,,,,,,,,,,,,2,1,1,2,1
8207807,2,2,45.87862778129043,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,1,1,1,0,0,3,19,1914,2025,1,2025,1,6,4,,1,1,6.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3.0,9.0,1.0,23.0,2,2,2,,,,,,,,,,,,,2,1,4,2,1
8207956,1,3,159.5082318023634,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,11.0,,,,,,,,,1,0,0,0,1,0,1,0,0,2,15,1501,2020,11,2020,11,6,4,,1,1,4.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3,2,,9.0,2,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,1,3,1,4,2
8208313,1,6,68.05321319339272,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,1,0,1,0,3,25,2521,2025,4,2025,4,3,2,,1,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,,,,,2,2,2,,,,,,,,,,,,,2,2,4,4,1
8208358,1,1,74.64113240513984,3,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,0,2,1,101,2024,5,2024,5,6,2,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,1,1.0,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,1,1,4,3
8208358,1,2,68.05321319339272,3,,,,,,,,,,,,,,,,,,2,0,1,0,0,1,0,0,0,3,1,101,2024,5,2024,5,6,2,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,2,,,,,1,2,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,4,4,2
8208358,1,3,74.64113240513984,2,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,3,1,101,2024,5,2024,5,6,2,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,4,,,,,2,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,4,5,1
8208652,1,1,30.53232177166847,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,3,25,2510,2024,11,2024,11,1,2,,1,4,,,1,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1.0,48.0,2,1,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,4,4,2
8208837,1,1,13.15147301595235,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,6,606,2018,8,2018,8,6,4,,1,4,,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,2.0,46.0,2,2,2,,,,,,,,,,,,,2,3,1,7,2
8208837,1,2,11.99643860529941,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,6,606,2018,8,2018,8,6,4,,1,4,,,2,,,,,,,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,1,5.0,1.0,2.0,46.0,2,2,2,,,,,,,,,,,,,2,3,4,7,2
8209589,1,2,97.67596511923496,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,1,0,1,1,0,0,0,3,16,1603,2020,11,2024,1,6,2,,1,1,4.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,5,,,,,2,1,2,,,,,,,,,,,,,1,4,1,1,2
8209589,1,5,25.28423268872364,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,1,0,0,0,3,16,1603,2024,1,2024,1,6,2,,1,4,,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,1,2,2,2,3
8209615,1,1,27.82045957932929,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,0,0,0,3,15,1512,2024,5,2024,5,6,4,,1,1,7.0,,1,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1.0,1.0,30.0,2,1,2,,,,,,,,,,,,,2,4,4,4,1
8209615,1,2,25.28423268872364,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,1,1,0,0,0,3,16,1618,2024,11,2024,11,6,4,,1,1,4.0,,1,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,,,,,2,1,2,,,,,,,,,,,,,2,4,4,4,1
8209747,1,1,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,25,2503,2020,13,2020,13,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,1.0,1.0,60.0,1,1,2,,,,,,,,,,,,,2,2,1,4,2
8209747,1,2,228.6687197461483,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,1,0,1,1,0,0,0,0,0,3,25,2503,2020,13,2020,13,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,5.0,1.0,50.0,1,2,2,,,,,,,,,,,,,2,2,1,4,1
8210030,1,3,22.35582497345097,2,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,2,14,1403,2024,6,2024,10,6,4,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,1,1,1.0,,1,2,,,,,,,,,,,,,,,,5,,,,,1,2,2,,,,,,,,,,,,,1,2,1,2,2
8210030,1,4,17.50834100800808,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,2,14,1403,2024,10,2024,10,6,4,,1,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,,,,,2,2,2,,,,,,,,,,,,,1,2,1,3,2
8210159,1,1,47.71857048517303,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,2.0,,,,,,,,,1,0,0,0,0,1,0,0,0,2,14,1403,2018,13,2018,13,6,2,,2,1,7.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1,3,1,1.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,28.0,1,2,2,,,,,,,,,,,,,1,3,1,7,2
8210159,1,2,7.275188970028691,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,0,0,0,2,14,1403,2024,5,2024,5,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,,2.0,2,1,2.0,3.0,3,2,,,,,,,,,,,,,,,,1,3.0,2.0,1.0,60.0,2,2,2,,,,,,,,,,,,,1,1,1,2,1
8210209,1,1,7.275188970028691,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,0,2,25,2513,2025,1,2025,1,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,3.0,1.0,2.0,48.0,2,2,2,,,,,,,,,,,,,1,3,1,7,2
8210209,1,2,7.231292348958982,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,1,1,1,0,0,0,2,25,2513,2025,1,2025,1,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,,,,,2,2,2,,,,,,,,,,,,,1,3,1,4,2
8210209,1,4,47.71857048517303,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,25,2513,2021,1,2021,1,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,2,,2.0,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,2.0,48.0,2,2,2,,,,,,,,,,,,,2,3,1,7,2
8210209,1,5,7.275188970028691,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,25,2513,2025,1,2025,1,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,3.0,1.0,1.0,50.0,2,2,2,,,,,,,,,,,,,1,3,1,7,2
8210358,1,1,20.3409826696925,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,5.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,25,2510,2018,10,2018,10,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,1,1.0,,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,2.0,2.0,48.0,1,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,4,2
8210358,1,2,65.35577868501343,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,10.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,25,2510,2015,13,2018,4,6,4,,1,1,7.0,,1,0.0,0.0,1.0,1.0,0.0,0.0,2,3,1,2.0,,2,1,1.0,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,9.0,1.0,40.0,1,2,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,4,2
8210835,1,1,61.53580274548314,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,6.0,,,,,,,,,1,0,0,0,1,0,0,0,0,2,5,504,2022,3,2022,3,6,4,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,4,1,11,2
8210835,1,2,54.12210618163733,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,6.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,5,504,2022,3,2022,3,6,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,1,4,2
8210849,1,1,54.12210618163733,2,,,,,,,,,,,,,,,,,,2,0,1,1,0,1,0,0,0,2,17,1707,2023,8,2023,8,6,4,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,1,2,2,,,,,,,,,,,,,2,3,1,4,2
8210849,1,2,54.12210618163733,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2024.0,3.0,,,,,,,,,2,0,1,0,0,0,1,0,0,2,17,1707,2023,8,2023,8,6,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,1,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,5,1
8210849,1,3,61.53580274548314,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,0,0,0,0,1,1,0,0,2,17,1707,2023,8,2023,8,6,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,2,,,5,2,,,,,,,,,,,,,,,,5,,,,,2,2,2,,,,,,,,,,,,,2,4,1,11,3
8210849,1,4,148.6751305886378,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,6.0,,,,,,,,,1,0,1,1,0,0,1,0,0,2,17,1707,2018,13,2018,13,6,4,,1,1,4.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,44.0,1,2,2,,,,,,,,,,,,,2,4,1,4,2
8211113,1,1,32.61429085890081,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,8,808,2022,13,2022,13,6,4,,3,4,,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,2,,2.0,2,2,,,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,,,,,2,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,4,4,1
8211113,1,2,32.61429085890081,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,8,808,2025,1,2025,1,1,4,,2,1,8.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,3.0,1.0,1.0,60.0,2,2,2,,,,,,,,,,,,,1,2,4,3,2
8211113,1,3,88.13886757796892,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,7.0,,,,,,,,,1,0,0,1,0,1,0,0,0,1,8,808,2019,13,2019,13,6,4,,2,1,4.0,,2,,,,,,,2,1,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,60.0,1,2,2,,,,,,,,,,,,,2,3,1,4,2
8211620,1,5,9.477239418899686,3,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,1,25,2501,2022,8,2022,8,6,4,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,1,5.0,2.0,1.0,40.0,1,1,2,,,,,,,,,,,,,1,4,4,7,2
8211769,1,1,31.55989639232926,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,1,1,1,0,0,2,3,304,2021,6,2021,6,6,4,,2,1,7.0,,2,,,,,,,2,2,2,,2.0,2,2,,,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1,3.0,9.0,1.0,48.0,2,2,2,,,,,,,,,,,,,2,4,1,2,2
8211769,1,2,51.5602818739932,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,2,3,302,2019,8,2019,8,6,4,,1,1,7.0,,2,,,,,,,2,2,2,,7.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,2.0,1.0,50.0,2,2,2,,,,,,,,,,,,,2,3,1,4,2
8211769,1,3,31.55989639232926,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0,1,1,0,0,0,2,3,302,2019,8,2019,8,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,50.0,2,2,2,,,,,,,,,,,,,2,3,1,4,1
8212459,1,2,142.9324705376138,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,5.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,14,1403,2020,12,2020,12,6,4,,3,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,1,1.0,,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1,1.0,1.0,1.0,70.0,2,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4,4,4,1
8212632,1,1,284.738065901591,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,6.0,,,,,,,,,1,0,0,0,1,0,1,0,0,2,12,1215,2018,9,2022,1,6,2,,2,1,7.0,,2,,,,,,,1,2,1,1.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,54.0,1,1,2,,,,,,,,,,,,,1,2,1,1,2
8212632,1,2,168.037283990058,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,11.0,,,,,,,,,2,0,0,1,1,0,0,0,0,2,12,1215,2020,2,2023,6,1,2,,2,1,5.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,1,2,2,,,,,,,,,,,,,1,2,4,1,2
